text,cleaned,length,Model Prediction NLTK,Model Prediction Text Blob,Manual Review,Reviewed (2 is not sure),Final
Every dish we hailed off the cart was well-prepared and got a stamp of approval.,every dish hail cart wellprepared get stamp approval,8,1,1,1,,1
"I've experienced better, and probably wont be back.",experienced well probably wont back,5,1,1,1,,1
My husband and I were sat right in front of the window and watch the cars splash by.,husband sat right front window watch car splash,8,0,1,TO REVIEW,,
"For these prices, I would expect at least a view.",price would expect least view,5,0,0,0,,0
They charge $3 a person Cork fee .,charge person cork fee,4,0,1,TO REVIEW,,
You get what you pay for and here you are paying for good food that isn't what's on every other menu in a college town.,get pay pay good food not every menu college town,10,1,1,1,,1
"The Ambiance of the restaurant was great, yes it was romantic but yet still inviting for larger parties.",ambiance restaurant great yes romantic yet still invite large party,10,1,1,1,,1
They even mix the dressing fresh.,even mix dress fresh,4,1,1,1,,1
"There are even plenty of things to eat for friends who don't do ""raw fish.""",even plenty thing eat friend not raw fish,8,1,1,1,,1
"(If you know what gnocchi's supposed to taste like, steer clear of theirs.)",know gnocchi suppose taste like steer clear,7,1,1,1,,1
"Service was slow and, (I just did not feel welcome).",service slow not feel welcome,5,0,1,TO REVIEW,,
The buffet itself is worth it for the all you can eat crab legs.,buffet worth eat crab leg,5,1,1,1,,1
It's not a lot if you look at the pics.,not lot look pic,4,0,1,TO REVIEW,,
I understand that it makes it easier to figure out who got 1 bowl vs all you can eat.,understand make easy figure get bowl v eat,8,1,1,1,,1
The market has some many cool and different products you will not find at Frys or Safeway.,market many cool different product not find fry safeway,9,1,1,1,,1
The open view overlooking the Camelback Mountain was spectacular.,open view overlook camelback mountain spectacular,6,0,1,TO REVIEW,,
We left disappointed & my boyfriend hungry.,left disappointed boyfriend hungry,4,0,0,0,,0
The bread was sliced so poorly that I literally had half of my bread missing on one side of the sandwich.,bread slice poorly literally half bread miss one side sandwich,10,0,0,0,,0
They refer to this style of food as Homemade Mexico city and Jalisco style.,refer style food homemade mexico city jalisco style,8,0,1,TO REVIEW,,
for food we had the unruly monk wc is a noodle soup dish.,food unruly monk wc noodle soup dish,7,0,1,TO REVIEW,,
"From the reservation process, through the parking, to the live band playing just outside, the beginning of the evening was perfect.",reservation process parking live band play outside begin even perfect,10,1,1,1,,1
So they expected me to pay for my lunch even while the deal was still up on Groupon and they were selling more of the deals.,expect pay lunch even deal still groupon sell deal,9,0,1,TO REVIEW,,
"Whenever my girlfriend and I come, we always order at least one Hawaiian Chicken sandwich.",whenever girlfriend come always order least one hawaiian chicken sandwich,10,0,0,0,,0
"By then, I forgot what I was having and my friend had stated we were just going to leave but requested the manager.",forgot friend state go leave request manager,7,1,1,1,,1
I prefer the mussels at Nat Split and can't seem to get them off my mind.,prefer mussel nat split can not seem get mind,9,0,1,TO REVIEW,,
"The Abbey is the main gay bar in West Hollywood, but every city has one.",abbey main gay bar west hollywood every city one,9,0,1,TO REVIEW,,
Did I mention the aquablue bolagnie decore?,mention aquablue bolagnie decore,4,0,1,TO REVIEW,,
Thanks Mr. Wynn for hiring some people who are on point!,thanks mr wynn hire people point,6,1,1,1,,1
"Warning, there are usually drunk people here...and 30 minutes after I get here, I am usually one of them.",warn usually drunk people minute get usually one,8,0,0,0,,0
We chose the Lobster Mashed Potatoes and the Steamed Broccoli.,chose lobster mash potato steam broccoli,6,0,1,TO REVIEW,,
"I always tell them easy on the sauce now, which makes it better, but they are definitely not my favorite tacos.",always tell easy sauce make well definitely not favorite taco,10,1,1,1,,1
For people that eat in they even use the same burger diapers In n Out uses.,people eat even use burger diaper n us,8,0,1,TO REVIEW,,
This quantity of soy sauce made the short ribs SO over salted.,quantity soy sauce make short rib salt,7,0,1,TO REVIEW,,
We shared the gluten free wild mushroom pizza and the spaghetti squash casserole.,share gluten free wild mushroom pizza spaghetti squash casserole,9,1,1,1,,1
What a wonderful ending to a wonderful meal.,wonderful end wonderful meal,4,1,1,1,,1
It deserves to still be packed in my opinion.,deserves still packed opinion,4,0,1,TO REVIEW,,
"The menu was well-priced, and the food was delicious,  tasty, and innovative.",menu wellpriced food delicious tasty innovative,6,1,1,1,,1
Alas.....Carrabba's used to be one of my favorite places to eat.,ala carrabba use one favorite place eat,7,1,1,1,,1
"My co-worker said, ""We're going to eat at Barrio Cafe.""",coworker say go eat barrio cafe,6,0,1,TO REVIEW,,
The buffet also had Prime rib which was well seasoned and delicious.,buffet also prime rib well season delicious,7,1,1,1,,1
"Italian was the only thing we all agreed on, so off we went.",italian thing agree go,4,1,1,1,,1
"I just have tried the cubano sandwich so far, and it was pretty tasty.",try cubano sandwich far pretty tasty,6,1,1,1,,1
The reviews regarding the decor are definitely accurate.,review regard decor definitely accurate,5,1,1,1,,1
Their Chai is nice and creamy and delicious hot or iced.,chai nice creamy delicious hot iced,6,1,1,1,,1
"I also got a chai latte, which was decent but not as good as songbirds.",also get chai latte decent not good songbird,8,0,0,0,,0
"For a self-proclaimed upscale restaurant, this should be inexcusable.",selfproclaimed upscale restaurant inexcusable,4,0,1,TO REVIEW,,
"First time burger and fries mix, the sweet potato fries are tasty.",first time burger fry mix sweet potato fry tasty,9,1,1,1,,1
"Skip that sandwich, but stay for the white tableclothes and lovely hostess.",skip sandwich stay white tableclothes lovely hostess,7,1,1,1,,1
"If you want to go to an overpriced, hip restaurant, definitely come here.",want go overprice hip restaurant definitely come,7,1,1,1,,1
I expected the beans to be your typical refried beans with a kick but these were whole beans.,expect bean typical refried bean kick whole bean,8,0,1,TO REVIEW,,
One word can describe this club: Meh.,one word describe club meh,5,0,1,TO REVIEW,,
Service was fast and efficient.The cesar salad dressing was spot on.,service fast efficientthe cesar salad dress spot,7,0,1,TO REVIEW,,
This also came with a bowl of miso soup.,also come bowl miso soup,5,0,1,TO REVIEW,,
Rest of the dish really had no flavor.,rest dish really flavor,4,0,1,TO REVIEW,,
I like my roasted potatoes with a bit of crisp on the edges.,like roast potato bit crisp edge,6,1,1,1,,1
"3:30 pm - 6:30 pm (Available in Bar & Patio Only)

Happy Hour Specials: $4.75 16oz.",pm pm available bar patio happy hour special,8,1,1,1,,1
and they squeeze your OJ right in front of you behind the counter.,squeeze oj right front behind counter,6,0,0,0,,0
I also had the cheese ravioli I had two bites and couldn't wait to go leave.,also cheese ravioli two bite could not wait go leave,10,1,1,1,,1
"We stood in the ""Express Line"" as we decided to fork over the extra $15/person so we didn't have to wait in the regular line.",stood express line decide fork extra not wait regular line,10,0,1,TO REVIEW,,
This place is dingy though clean.,place dingy though clean,4,1,1,1,,1
"I mean, its no YardHouse having everything on tap...but they do Mesa some justice.",mean yardhouse everything tap mesa justice,6,1,0,TO REVIEW,,
I will have to go back & give it a go.,go back give go,4,0,1,TO REVIEW,,
Even if the potato skins suck.,even potato skin suck,4,0,1,TO REVIEW,,
a cute cafe thats good inside of it to.,cute cafe thats good inside,5,1,1,1,,1
Not overly expensive compared to other seafood places.,not overly expensive compare seafood place,6,0,0,0,,0
When we arrived we got our requested table on the patio.,arrive get request table patio,5,0,1,TO REVIEW,,
I love that they have chili powder and Sriracha that you can add into your bowl.,love chili powder sriracha add bowl,6,1,1,1,,1
"All together it was right north of $12, which seemed kinda steep.",together right north seem kinda steep,6,0,1,TO REVIEW,,
"Happy hour lists appetizers being half off, but that's only some of them, and conveniently, the three I was considering were those.",happy hour list appetizer half conveniently three consider,8,1,1,1,,1
This place is very similar to how he used to cook his dishes for us.,place similar use cook dish u,6,0,1,TO REVIEW,,
I need to eat gluten free and NYPD has a poor gluten free menu.,need eat gluten free nypd poor gluten free menu,9,1,1,1,,1
Often our coffee and water glasses would remain empty for extended periods of time.,often coffee water glass would remain empty extend period time,10,0,0,0,,0
"Needless to say, within two hours, both her and I were getting very sick.",needle say within two hour get sick,7,0,0,0,,0
"I was a devoted Resnicks fan, but they've been  replaced as my fave salad/wrap/sandwich place.",devote resnicks fan replace fave saladwrapsandwich place,7,1,1,1,,1
"It was a fun, laid back atmosphere and is definitely my new favorite place.",fun laid back atmosphere definitely new favorite place,8,1,1,1,,1
"No wonder you work in downtown, cos I dont think the strip will hired you.",wonder work downtown co dont think strip hire,8,0,1,TO REVIEW,,
The portobello mushroom was very stringy and also tasted as if it had just been microwaved after being frozen since the ice age.,portobello mushroom stringy also taste microwave frozen since ice age,10,0,1,TO REVIEW,,
Our presence was known at least by the other customers eating outside.,presence know least customer eat outside,6,0,0,0,,0
"First, the place had a sushi table and while the ingredients were fresh and delicious, it didn't have much in variety.",first place sushi table ingredient fresh delicious not much variety,10,1,1,1,,1
If one or more parties are waiting you may need to step outside to have any room.,one party wait may need step outside room,8,1,1,1,,1
Breakfast favorites that don't skimp on flavor...or saturated fats.,breakfast favorite not skimp flavor saturate fat,7,1,1,1,,1
"She was storming around the whole time,mad at everyone she worked with as well.",storm around whole time mad everyone work well,8,0,0,0,,0
The chopped hot peppers were good though and by far the best part of the sandwich.,chopped hot pepper good though far best part sandwich,9,1,1,1,,1
Can't wait to go back!,can not wait go back,5,0,1,TO REVIEW,,
We ordered the spicy Shrimp soup for an appetizer.,order spicy shrimp soup appetizer,5,0,1,TO REVIEW,,
"I had a Groupon for this restaurant, and I still came away knowing I won't be back.",groupon restaurant still come away know wo not back,9,0,1,TO REVIEW,,
"The food at Peter Piper Pizza was actually quite tasty, but the service was horrible.",food peter piper pizza actually quite tasty service horrible,9,0,0,0,,0
BTW... invest in a bigger trash container or get one that compacts all your diners' styrofoam.,btw invest big trash container get one compact diner styrofoam,10,0,1,TO REVIEW,,
Anolini- lobster pasta- whats not to love,anolini lobster pasta whats not love,6,0,0,0,,0
"I had a taco salad and when I said no meat, they offered fajita veggies!!!",taco salad say meat offer fajita veggie,7,0,1,TO REVIEW,,
Mostly the customer service here is AWFUL!,mostly customer service awful,4,0,0,0,,0
Everything made fresh with quality ingredients.,everything make fresh quality ingredient,5,1,1,1,,1
"That's what I thought when someone handed to me a lunch menu of Anna's Garden, Hong Kong Cuisine.",thought someone hand lunch menu anna garden hong kong cuisine,10,1,1,1,,1
"(There are probably more choices, I just can't remember them.)",probably choice can not remember,5,0,1,TO REVIEW,,
"Soft, delicate, sweet, crunchy and tender at the same time.",soft delicate sweet crunchy tender time,6,1,1,1,,1
Mary Elaine's celebrated what might be called a sacred relationship between a host and his guest.,mary elaine celebrate might call sacred relationship host guest,9,1,1,1,,1
We went here on NYE as our beloved Hana Sushi was closed.,go nye beloved hana sushi close,6,1,1,1,,1
"So I hate to say it, but we won't be back.",hate say wo not back,5,0,0,0,,0
Overall this place is overpriced and overhyped.,overall place overprice overhyped,4,0,1,TO REVIEW,,
It has WiFi (to correct an earlier review).,wifi correct earlier review,4,0,1,TO REVIEW,,
The pear was a great touch (we got it w/o the bacon) and very different from any other grilled cheese I have had.,pear great touch get wo bacon different grill cheese,9,1,1,1,,1
Huh...are the boots really that expensive?,huh boot really expensive,4,0,0,0,,0
Excellent food and always wonderful service.,excellent food always wonderful service,5,1,1,1,,1
Hoping to taste great things from this place whenever I get the JJ craving!,hop taste great thing place whenever get jj crave,9,1,1,1,,1
I love that it's not that rich but full of flavor.,love not rich full flavor,5,1,1,1,,1
"The beans and rice were not an afterthought, either - they stood out on their own with the right seasoning and flavor.",bean rice not afterthought either stood right season flavor,9,0,1,TO REVIEW,,
"In fact, I found there to be more sushi bars than I expected for our desert outpost.",fact found sushi bar expect desert outpost,7,0,1,TO REVIEW,,
They have plenty of outdoor rocking chairs to enjoy the usual awesome Arizona weather while you wait.,plenty outdoor rock chair enjoy usual awesome arizona weather wait,10,1,1,1,,1
I haven't tried their waffles and I probably never will.,not try waffle probably never,5,0,1,TO REVIEW,,
"I have to say, the waiter, Mark I think handled this just right!",say waiter mark think handle right,6,0,1,TO REVIEW,,
"We may not be official food critics, but we do know what is going on.",may not official food critic know go,7,1,1,1,,1
The pizza right now is in the trash waiting for the birds.,pizza right trash wait bird,5,0,1,TO REVIEW,,
"The arepas are not just good for Vegas arepas, they are downright good arepas period.",arepas not good vega arepas downright good arepas period,9,0,1,TO REVIEW,,
We ended up getting the SOP (sausage onions) which again was very bland.,end get sop sausage onion bland,6,0,0,0,,0
My side salad was decent and quite large.,side salad decent quite large,5,0,1,TO REVIEW,,
I daresay it's on par with Little Dumplings now.,daresay par little dumpling,4,1,0,TO REVIEW,,
"I came here before with my wife, the customer service was great ...years ago.",come wife customer service great year ago,7,1,1,1,,1
I would never return to this restaurant and I wouldn't recommend it to others.,would never return restaurant would not recommend others,8,0,1,TO REVIEW,,
The staff goes above and beyond the call of duty.,staff go beyond call duty,5,0,1,TO REVIEW,,
"First of all, they don't let you order a $10 single patty burger & add two $5 patties to it.",first not let order single patty burger add two patty,10,0,1,TO REVIEW,,
on the mexican side we had the babrbacoa del res tacos.,mexican side babrbacoa del re taco,6,0,1,TO REVIEW,,
"He wants good food, better service, and a comfortable atmosphere.",want good food well service comfortable atmosphere,7,1,1,1,,1
"At these other locations,  I would have this weird after taste that just won't go away... LoL!",location would weird taste wo not go away lol,9,0,1,TO REVIEW,,
One day we'll have to come back to check out the bar (and the oxygen bar!).,one day come back check bar oxygen bar,8,0,1,TO REVIEW,,
The inside of The Patio Restaurant is really drab and dull and could definitely do with a revamp.,inside patio restaurant really drab dull could definitely revamp,9,0,0,0,,0
Just went back for the second time and loved it.,go back second time love,5,1,1,1,,1
"2) When we entered, we were greeted by women trying to sell us spa products.",enter greet woman try sell u spa product,8,1,1,1,,1
"Their sign outside also did not note days, only times, so we assumed it included all days.",sign outside also not note day time assume include day,10,0,1,TO REVIEW,,
Not even in Cholla's lovely bar area.,not even cholla lovely bar area,6,0,1,TO REVIEW,,
"We were seated for the early 6pm time, and were the first ones in the place.",seat early time first one place,6,0,1,TO REVIEW,,
"(And if we're hungry, we could come back and grab some food too!",hungry could come back grab food,6,0,1,TO REVIEW,,
"This is a must while visiting Phoenix, will defiantly try to go here next time.",must visit phoenix defiantly try go next time,8,0,1,TO REVIEW,,
"My dining companion had a child's-plate of Cheese Enchilada, rice and beans.",din companion childsplate cheese enchilada rice bean,7,0,1,TO REVIEW,,
The line to order/pay at the counter are usually long and take a while to get to.,line orderpay counter usually long take get,7,0,0,0,,0
"This restaurant was, by far, the worst I have experienced.",restaurant far bad experienced,4,0,1,TO REVIEW,,
It was lunch time and I was craving Thai so we waited......wish we hadn't.,lunch time crave thai wait wish not,7,1,1,1,,1
"The good: this is a nice, smaller restaurant, with a very helpful & friendly wait staff.",good nice small restaurant helpful friendly wait staff,8,1,1,1,,1
Once the other half arrived he got them their drinks and then we didn't see him for a long while and had to flag him down to order our food.,half arrive get drink not see long flag order food,10,0,0,0,,0
Now let's move up the pace and talk chicken.,let move pace talk chicken,5,0,0,0,,0
"Everyone's food tonight was pretty bad, and we won't return.",everyone food tonight pretty bad wo not return,8,0,0,0,,0
"Grade: A-

We ordered the 9-course tasting menu.",grade awe order taste menu,5,0,1,TO REVIEW,,
Be sure and take the opportunity to stray out of your comfort zone and try something new.,sure take opportunity stray comfort zone try something new,9,1,1,1,,1
We went to Grassroots this evening and were very impressed.,go grassroots even impressed,4,1,1,1,,1
We have been coming to Chang's since 2004 but the restaurant is now under new ownership.,come chang since restaurant new ownership,6,0,1,TO REVIEW,,
We stated 15 minutes minimizing the time that we really had spent.,state minute minimize time really spent,6,0,0,0,,0
"The chicken salad filling was good, though nothing to write home about.",chicken salad fill good though nothing write home,8,1,1,1,,1
"Maybe she was having a bad day, who knows.",maybe bad day know,4,0,0,0,,0
The group shared a flight of sweet pancakes.,group share flight sweet pancake,5,1,1,1,,1
"I was really hoping to be blown away, even just a little breeze, nothing.",really hop blown away even little breeze nothing,8,0,1,TO REVIEW,,
"These dishes were there, however, the sushi was very good for a buffet and had a decent selection.",dish however sushi good buffet decent selection,7,1,1,1,,1
"Overall, this was an amazing meal at an amazing restaurant, and I would highly recommend this to anyone.",overall amaze meal amaze restaurant would highly recommend anyone,9,1,1,1,,1
My only gripe about this place is not knowing whether or not there will be a cover and how much the cover is.,gripe place not know whether not cover much cover,9,0,1,TO REVIEW,0,0
Water glasses were never refilled because he was busy at the bar.,water glass never refill busy bar,6,0,1,TO REVIEW,0,0
The crab fries were good but the pork belly on the other order seemed dry.,crab fry good pork belly order seem dry,8,1,1,1,,1
This continues to be one of our favorite places to eat in Vegas.,continue one favorite place eat vega,6,1,1,1,,1
Service has been top notch every time.,service top notch every time,5,1,1,1,,1
the lotus flowers were tasty.the sauce was fruity and on the berry side.,lotus flower tastythe sauce fruity berry side,7,0,1,TO REVIEW,1,1
"A beverage is a beverage, end of story.",beverage beverage end story,4,0,1,TO REVIEW,2,
The service was good but considering the breakfast was so poor it doesnt bring up the rating.,service good consider breakfast poor doesnt bring rating,8,0,1,TO REVIEW,1,1
"I like onion, but not on top of my sushi.",like onion not top sushi,5,1,0,TO REVIEW,2,
The food has never acknowledged my attack.,food never acknowledge attack,4,1,1,1,,1
"maybe next time, fresh patties?",maybe next time fresh patty,5,1,1,1,,1
New spot so minus well try it out.,new spot minus well try,5,1,1,1,,1
I would recommend reservations just in case.,would recommend reservation case,4,1,1,1,,1
The stuff pork mushrooms were the only marginal item that wasn't a big hit on our table.,stuff pork mushroom marginal item not big hit table,9,0,1,TO REVIEW,0,0
"The first impression I had when we walked in was, ""Wow, it's loud in here.""",first impression walk wow loud,5,1,1,1,,1
"Bad customer service, it took 20 mins for the person to verify our room and pass.",bad customer service take min person verify room pas,9,0,0,0,,0
I used Opentable app to make reservations for dinner.,use opentable app make reservation dinner,6,0,1,TO REVIEW,1,1
"I've had satisfying brunch, lunch, and dinner at Graze.",satisfy brunch lunch dinner graze,5,1,1,1,,1
Lots of meat in there instead of all the leaves.,lot meat instead leaf,4,0,1,TO REVIEW,1,1
I said assorted would be fine.,say assort would fine,4,1,1,1,,1
"Well, the one place our standards don't waiver is FOOD.",well one place standard not waiver food,7,1,1,1,,1
"I ordered it over the phone and ran to pick it up, it was ready in about 8 minutes and they were really professional, fast and friendly.",order phone ran pick ready minute really professional fast friendly,10,1,1,1,,1
I ordered the same thing for my husband that I go for myself for lunch.,order thing husband go lunch,5,0,1,TO REVIEW,2,
When we finally got upstairs there was no one in sight.,finally get upstairs one sight,5,0,1,TO REVIEW,2,
"We tried chicken wings ,fish taco and churro.",try chicken wing fish taco churro,6,0,0,0,,0
We were on one of those budget Vegas trips and trying to find good eats at decent prices.,one budget vega trip try find good eats decent price,10,1,1,1,,1
The only thing that gets me still is the food does not come out hot enough.,thing get still food not come hot enough,8,0,1,TO REVIEW,0,0
It had a good flavor to it but I'm super sensitive when it comes to salt ...it was a bit on the salty side for me.,good flavor super sensitive come salt bit salty side,9,1,1,1,,1
"It has turkey breast, Brie, apricot jam, lettuce, tomato and house aioli.",turkey breast brie apricot jam lettuce tomato house aioli,9,0,1,TO REVIEW,2,
"Unfortunately, there was nothing that stood out enough to go back for.",unfortunately nothing stood enough go back,6,0,0,0,,0
"First and foremost, the lunch menu is very reasonable.",first foremost lunch menu reasonable,5,0,1,TO REVIEW,1,1
"I also had a Carnita - good flavor, not excellent, but definitely good!",also carnita good flavor not excellent definitely good,8,1,1,1,,1
Waaaay better than el pollo loco!,waaaay well el pollo loco,5,1,1,1,,1
You get some chips and salsa while you're waiting for your food.,get chip salsa wait food,5,0,1,TO REVIEW,0,0
"Service is very good, and they probably have one of the best sommeliers in town.",service good probably one best sommelier town,7,1,1,1,,1
"The food was decent, but I have had much much better in other airports.",food decent much much well airport,6,1,1,1,,1
"If you are going to eat here, be sure that you have at least an hour to spend.",go eat sure least hour spend,6,1,1,1,,1
"Avoid the Texas beef brisket, which was not juicy or tasty like Texas brisket should be.",avoid texas beef brisket not juicy tasty like texas brisket,10,0,1,TO REVIEW,0,0
"I want to try that next, it's only like $5 with fries.",want try next like fry,5,1,1,1,,1
It drives me bonkers that they are so dang stingy with their salsa!,drive bonkers dang stingy salsa,5,0,1,TO REVIEW,0,0
"One of the best restaurants in AZ, and I've eaten (frequently) at most.",one best restaurant az eat frequently,6,1,1,1,,1
"Although this place is new, they seemed to have great reccomendations and suggestions on waht was popular off the menu.",although place new seem great reccomendations suggestion waht popular menu,10,1,1,1,,1
She goes for the carne asada burrito and adoba taco and I like to switch back and forth.,go carne asada burrito adoba taco like switch back forth,10,1,1,1,,1
I did not even finish my sandwich.,not even finish sandwich,4,0,1,TO REVIEW,2,
"The place is very small, and can feel cramped, especially during a busy weekend rush.",place small feel cramped especially busy weekend rush,8,0,0,0,,0
"I went out on a limb and ordered something I never heard of before, Galaktoboureko.",go limb order something never heard galaktoboureko,7,0,1,TO REVIEW,2,
It's the only cafe thats truly raw and organic on the eastside.,cafe thats truly raw organic eastside,6,1,0,TO REVIEW,1,1
"It's pretty much the only sandwich shop I enjoy and hell, they will deliver one sandwich.",pretty much sandwich shop enjoy hell deliver one sandwich,9,1,1,1,,1
They had a good selection of drafts to choose from.,good selection draft choose,4,1,1,1,,1
We didn't bring our own beer but half the other tables did and I'd advise you to do the same.,not bring beer half table advise,6,0,0,0,,0
Wish we knew that they had bar food 100 yards past the steakhouse.,wish knew bar food yard past steakhouse,7,1,0,TO REVIEW,2,
Probably opt for the malbec or a cab.,probably opt malbec cab,4,0,1,TO REVIEW,2,
Lots of good sized cashews.,lot good size cashew,4,1,1,1,,1
"Has a statement of my disgust, My family will be boycotting all Brinker's owned business.",statement disgust family boycotting brinker own business,7,0,1,TO REVIEW,0,0
A few weeks later we were in Sonoma - the staff of Cask 63 should spend a few nights there to learn how to get it right.,week later sonoma staff cask spend night learn get right,10,0,1,TO REVIEW,2,
"The service was a standard, nothing terrible, just not lightning fast.",service standard nothing terrible not lightning fast,7,1,0,TO REVIEW,2,
"All in all, everything you would want for a quick, affordable, and tasty lunch experience.",everything would want quick affordable tasty lunch experience,8,1,1,1,,1
Pepper butter accompanied the waffles as well as syrup.,pepper butter accompany waffle well syrup,6,1,1,1,,1
I want to go back for the spaghetti squash casserole.,want go back spaghetti squash casserole,6,1,1,1,,1
Breakfast at Tiffany's is a phenomenon that shouldn't be experienced in Vegas...,breakfast tiffany phenomenon not experienced vega,6,0,0,0,,0
"First, not many inspiring choices.",first not many inspire choice,5,0,1,TO REVIEW,0,0
This could have been simply avoided if they actually listed to me.,could simply avoid actually list,5,0,1,TO REVIEW,0,0
I was intrigued and wanted to go and check this place out for myself.,intrigue want go check place,5,1,1,1,,1
[I can't believe that I am the second person to review this restaurant.,can not believe second person review restaurant,7,0,1,TO REVIEW,2,
We inquired about getting change for the pool table and the bartender said it was free to play pool!,inquire get change pool table bartender say free play pool,10,1,1,1,,1
I'm used to seeing pre-cut fruits at buffets at this price.,use see precut fruit buffet price,6,0,1,TO REVIEW,1,1
Try the beef short rib tacos...they were delicious...,try beef short rib taco delicious,6,1,1,1,,1
When we walked in I noticed flies inside.,walk notice fly inside,4,0,1,TO REVIEW,0,0
Traditional steak and fries done perfectly.,traditional steak fry do perfectly,5,1,1,1,,1
"For dinner, I had another yummy black bean and cheese burrito!",dinner another yummy black bean cheese burrito,7,1,0,TO REVIEW,1,1
"A warm, freshly baked waffle below ice cream, bananas and whipped cream.",warm freshly bake waffle ice cream banana whip cream,9,1,1,1,,1
I am very picky on sushi and this was an ok pick.,picky sushi ok pick,4,1,1,1,,1
"Kings Fish house is the ultimate, casual dining, seafood resturant.",king fish house ultimate casual din seafood resturant,8,1,0,TO REVIEW,2,
The BBQ sauce was not overly spicy nor overly sweet and was perfect on the pork.,bbq sauce not overly spicy overly sweet perfect pork,9,1,1,1,,1
We've eaten here several times over the years.,eat several time year,4,0,1,TO REVIEW,1,1
Ordered two glasses of wine.,order two glass wine,4,0,1,TO REVIEW,1,1
The waitress came to ask how our soup was and immediately appologized for the mistake of chicken instead of shrimp.,waitress come ask soup immediately appologized mistake chicken instead shrimp,10,0,0,0,,0
So if you're solely going for the food I would suggest this place.,solely go food would suggest place,6,0,1,TO REVIEW,1,1
The Australian steak filet mignon is super delicious!,australian steak filet mignon super delicious,6,1,1,1,,1
We had a lot of fun eating here with the kids and they all loved every bit of their meals.,lot fun eat kid love every bit meal,8,1,1,1,,1
I had the scallop special and it was pretty good.,scallop special pretty good,4,1,1,1,,1
Yelp brought me here for the Bad Breath Burger.,yelp brought bad breath burger,5,0,0,0,,0
"This is more than I had expected, and more than I'd care to pay in the future.",expect care pay future,4,1,1,1,,1
So reluctantly I called in for take out at Chompies.,reluctantly call take chompies,4,0,1,TO REVIEW,2,
I'm assuming they like to keep diners together.,assume like keep diner together,5,1,1,1,,1
"We felt that even with the additional costs, along with the voucher, we got what we paid for.",felt even additional cost along voucher get paid,8,0,1,TO REVIEW,2,
"At the end of the day you pay not only for the quality of the food, but the skilled hands that prepare it.",end day pay not quality food skilled hand prepare,9,1,1,1,,1
No way I would eat outside too when the triple digits start hit.,way would eat outside triple digit start hit,8,0,1,TO REVIEW,2,
"My husband walked past those 4 kids and sat down, knowing that we should be helped first.",husband walk past kid sat know help first,8,1,1,1,,1
"I never had to ask for anything, as soon as I lifted my head the waiter was there for anything at all.",never ask anything soon lift head waiter anything,8,0,1,TO REVIEW,0,0
The food that was supposed to be crispy was soft and the food that was supposed to be soft was crispy.,food suppose crispy soft food suppose soft crispy,8,0,1,TO REVIEW,0,0
I was kind of relieved because my mouth was burning from the salsa.,kind relieve mouth burning salsa,5,1,1,1,,1
Uhm...ok farmers...get their chickens from chicken coops and yes...the occasional barn.,uhm ok farmer get chicken chicken coop yes occasional barn,10,1,0,TO REVIEW,2,
"Not bad, just not great.",not bad not great,4,1,0,TO REVIEW,2,
We spend a fair amount of time at the bar (it's only a problem if it negatively impacts your life!),spend fair amount time bar problem negatively impact life,9,0,1,TO REVIEW,0,0
"Unfortunately, I can only recommend that you don't Eat at Eat.",unfortunately recommend not eat eat,5,1,0,TO REVIEW,0,0
"Its very easy to get too, and I dont have to walk through a casino to get to it.",easy get dont walk casino get,6,1,1,1,,1
When we stopped by after seeing that they had tonkotsu ramen on the menu during their happy hour.,stop see tonkotsu ramen menu happy hour,7,1,1,1,,1
"It's actually a very good deal, taquitos were very good and not on the cheap size.",actually good deal taquitos good not cheap size,8,1,1,1,,1
Paul and his staff were always happy to oblige.,paul staff always happy oblige,5,1,1,1,,1
"I'm sure the other patrons thought we were crazy, but it was worth it to enjoy this.",sure patron thought crazy worth enjoy,6,1,1,1,,1
Coffee ended up being the sweet taste I liked best from the night.,coffee end sweet taste like best night,7,1,1,1,,1
I'm pleased to say that he banged right up against the limit.,pleased say bang right limit,5,1,1,1,,1
If you share a meal they will charge you about $3 or $4 to split.,share meal charge split,4,1,1,1,,1
I felt like I barely put a dent in my food.,felt like barely put dent food,6,1,1,1,,1
We made small talk and he offered a couple of suggestions.,make small talk offer couple suggestion,6,0,0,0,,0
On top of that the bill came and the all you can eat charge was $47.90 before taxes.,top bill come eat charge tax,6,1,1,1,,1
"True, my cochinita sample size is an N of 1 but still... ridiculously good.",true cochinita sample size n still ridiculously good,8,1,1,1,,1
minus 1 Star for not understanding what no cheese and no mayo means.,minus star not understand cheese mayo mean,7,0,0,0,,0
The plan - Pre Fixe lunch at a restaurant at the Cosmopolitan.,plan pre fixe lunch restaurant cosmopolitan,6,0,1,TO REVIEW,2,
"The dining room also wasn't too loud, which was impressive.",din room also not loud impressive,6,0,1,TO REVIEW,1,1
My husband and I chose Botero after reviewing other restaurants in the Wynn/Encore complex.,husband chose botero review restaurant wynnencore complex,7,0,0,0,,0
The service was very fast on a Tuesday night.,service fast tuesday night,4,0,1,TO REVIEW,1,1
"Because we had never been there, my friend and I did not know how things worked, ie.",never friend not know thing work ie,7,0,1,TO REVIEW,2,
"But that evening all of us, with the exception of turkey boy, were battling a case of Montezuma's Revenge.",even u exception turkey boy battling case montezuma revenge,9,0,1,TO REVIEW,2,
